Date,AAL,AGO,ALLY,AMD,AMGN,AMKR,APA,ARW,BA,C,CAH,F,GS,JPM,MAR,MS,WF
2021-05-01,24.239999771118164,46.599266052246094,52.9362678527832,80.08000183105469,228.7017822265625,20.888126373291016,20.5109920501709,120.33000183105469,247.02000427246094,75.42986297607422,53.57880783081055,14.147093772888184,362.6661071777344,158.76211547851562,143.31629943847656,87.4588851928711,29.510000228881836
2021-06-01,21.209999084472656,46.670692443847656,48.22415542602539,93.93000030517578,235.93353271484375,23.43231773376465,21.3294620513916,113.83000183105469,239.55999755859375,67.80158996582031,54.55348587036133,14.468399047851562,371.23681640625,150.35226440429688,136.26925659179688,88.17048645019531,30.270000457763672
2021-07-01,20.3799991607666,46.99506759643555,49.69487762451172,106.19000244140625,233.7943878173828,24.438213348388672,18.489479064941406,118.56999969482422,226.47999572753906,64.80203247070312,57.231300354003906,13.582380294799805,366.6884460449219,146.71766662597656,145.71188354492188,92.29580688476562,28.290000915527344
2021-08-01,19.940000534057617,49.010128021240234,51.43131637573242,110.72000122070312,218.29779052734375,27.245038986206055,19.23672103881836,121.22000122070312,219.5,69.42784118652344,50.59061813354492,12.686624526977539,404.4743347167969,155.5061798095703,134.8917999267578,101.15853118896484,29.059999465942383
2021-09-01,20.520000457763672,46.21436309814453,49.63267517089844,102.9000015258789,207.42025756835938,24.745677947998047,21.162370681762695,112.29000091552734,219.94000244140625,67.7575454711914,47.670257568359375,13.786845207214355,371.56634521484375,159.14227294921875,147.81800842285156,94.2615737915039,28.899999618530273
2021-10-01,19.200000762939453,54.87276840209961,46.41457748413086,120.2300033569336,201.8799591064453,21.771337509155273,25.882673263549805,115.75,207.02999877929688,66.77275848388672,46.522735595703125,16.62989616394043,406.2824401855469,165.17001342773438,159.72610473632812,99.56022644042969,33.58000183105469
2021-11-01,17.690000534057617,48.34687805175781,44.791236877441406,158.3699951171875,193.98890686035156,21.413780212402344,25.506710052490234,121.6500015258789,197.85000610351562,61.94694519042969,44.98527526855469,18.68429183959961,374.4757080078125,155.34779357910156,147.2889862060547,92.48509216308594,31.979999542236328
2021-12-01,17.959999084472656,49.7648811340332,46.530887603759766,143.89999389648438,221.27960205078125,24.62187385559082,26.615264892578125,134.27000427246094,201.32000732421875,58.7280387878418,50.10365676879883,20.324480056762695,376.0090637207031,154.87832641601562,164.9365234375,95.74285125732422,32.130001068115234
2022-01-01,16.469999313354492,52.82809829711914,46.63839340209961,114.25,223.4140167236328,21.918746948242188,32.870697021484375,124.0,200.24000549316406,63.3278694152832,50.65827178955078,19.864561080932617,350.455322265625,145.3420867919922,160.82406616210938,100.01499938964844,36.88999938964844
2022-02-01,17.25,61.432857513427734,49.083824157714844,123.33999633789062,222.7648468017578,22.565759658813477,35.40264129638672,121.87999725341797,205.33999633789062,57.59996032714844,53.05513381958008,17.27168083190918,337.2248229980469,139.5225067138672,169.8275146484375,89.12232208251953,34.540000915527344
